text,quadruples
"So happy for being with friendly staff and even Peter, the founder of the resort. A lovely place with natural surroundings, especially the pretty waterfalls and the running river full of swallows that we cannot see in the west these days. Done shootings on the rooftop at 6am. The rice Terraces are so close. Indeed a beautiful place to stay. Thanks for the beautiful place and staff members. Michael and Jane Moon","[{'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'place', 'polarity': 'POS', 'opinion': 'lovely', 'category': 'HOTEL#GENERAL'}, {'aspect': 'rooftop', 'polarity': 'POS', 'opinion': 'pretty waterfalls', 'category': 'FACILITY#GENERAL'}, {'aspect': 'rooftop', 'polarity': 'NEG', 'opinion': 'done shootings', 'category': 'FACILITY#GENERAL'}, {'aspect': 'rooftop', 'polarity': 'POS', 'opinion': 'close', 'category': 'FACILITY#GENERAL'}, {'aspect': 'rooftop', 'polarity': 'NEG', 'opinion': 'done shootings', 'category': 'FACILITY#GENERAL'}]"
Nothing to complain about any particular things. The pillows are too soft and thin.,"[{'aspect': 'pillows', 'polarity': 'NEG', 'opinion': 'soft', 'category': 'ROOM#BED'}]"
"The view was incredible. Our room was in the middle of the jungle.
The staff was kindly","[{'aspect': 'view', 'polarity': 'POS', 'opinion': 'incredible', 'category': 'LOCATION#VIEW'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'credible', 'category': 'SERVICE#HOSPITALITY'}]"
"I think that is too expensive for what you received.
The breakfast was really poor and not of good quality.
The restaurant is expensive, the full menu is in dollars and they charge you 12 dollars for Balinese food. There are no restaurants nearby, so you need to go to the Ubud. Is a must to have a scooter or a car.","[{'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'poor', 'category': 'FOOD#TASTE'}, {'aspect': 'restaurant', 'polarity': 'NEG', 'opinion': 'not of good quality', 'category': 'FOOD#TASTE'}, {'aspect': 'full menu', 'polarity': 'NEG', 'opinion': 'expensive', 'category': 'FOOD#PRICE'}, {'aspect': 'restaurants', 'polarity': 'NEG', 'opinion': 'in dollars', 'category': 'FOOD#PRICE'}]"
"Fantastic hotel in fantastic place, this is what i expected visited bali!
We didn't spent time there, it was just a starting points for our excursions 
Location! All wanted places very close to it
Amazing views
Super cool swimming pool
Nice breakfast
Super friendly staff
Wild nature(monkeys visited us during breakfast time)","[{'aspect': 'hotel', 'polarity': 'POS', 'opinion': 'Fantastic', 'category': 'HOTEL#GENERAL'}, {'aspect': 'place', 'polarity': 'POS', 'opinion': 'fantastic', 'category': 'LOCATION#GENERAL'}, {'aspect': 'views', 'polarity': 'POS', 'opinion': 'Amazing', 'category': 'LOCATION#VIEW'}, {'aspect': 'swimming pool', 'polarity': 'POS', 'opinion': 'cool', 'category': 'FACILITY#POOL'}, {'aspect': 'breakfast', 'polarity': 'POS', 'opinion': 'Nice', 'category': 'FOOD#TASTE'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}]"
Very specific room design:),"[{'aspect': 'room design', 'polarity': 'POS', 'opinion': 'specific', 'category': 'ROOM#AMBIENCE'}]"
"The pease off the resort lovely gardens the art AND special the amazing art collection in the galery a must to visit,and the work the owner has done for the people of Bali.","[{'aspect': 'gardens', 'polarity': 'POS', 'opinion': 'lovely', 'category': 'FACILITY#GENERAL'}, {'aspect': 'art collection', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'FACILITY#GENERAL'}, {'aspect': 'galery', 'polarity': 'POS', 'opinion': 'must to visit', 'category': 'FACILITY#GENERAL'}]"
"For us no problem but I can understand that clients say to far from to Ubud,its only a short drive by taxi 100 rpi and you are  in the middle in town  WHERE it is a madhouse thats why we went for out of town resort.","[{'aspect': 'taxi', 'polarity': 'POS', 'opinion': 'short drive', 'category': 'SERVICE#ASSISTANCE'}, {'aspect': 'Ubud', 'polarity': 'POS', 'opinion': 'far', 'category': 'LOCATION#CENTRAL_CITY'}, {'aspect': 'hotel', 'polarity': 'NEG', 'opinion': 'madhouse', 'category': 'HOTEL#GENERAL'}]"
"Beautiful resort, overlooking a jungle valley. The rooms are spacious and comfortable. The staff is very accommodating and friendly! I loved how close the place is to Ubud but at the same time without the hecticness of Ubud center.","[{'aspect': 'resort', 'polarity': 'POS', 'opinion': 'Beautiful', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'rooms', 'polarity': 'POS', 'opinion': 'spacious', 'category': 'ROOM#SPACE'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'comfortable', 'category': 'ROOM#EXPERIENCE'}, {'aspect': 'place', 'polarity': 'POS', 'opinion': 'approachable', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'Ubud center', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}]"
"The place could use a little touch-up. What they’ve done with the rooms (not the theme but more the use of the space available) could be better. Also, the breakfast is poor and in general the restaurant could be better","[{'aspect': 'place', 'polarity': 'NEG', 'opinion': 'could use a little touch-up', 'category': 'HOTEL#MAINTAIN'}, {'aspect': 'rooms', 'polarity': 'NEG', 'opinion': 'could be better', 'category': 'ROOM#GENERAL'}, {'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'poor', 'category': 'FOOD#TASTE'}, {'aspect': 'restaurant', 'polarity': 'NEG', 'opinion': 'could be better', 'category': 'FOOD#GENERAL'}]"
"Į have appreciated the refinte style, which made the villa a true open air museum","[{'aspect': 'style', 'polarity': 'POS', 'opinion': 'appreciated', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'villa', 'polarity': 'POS', 'opinion': 'open air museum', 'category': 'HOTEL#AMBIENCE'}]"
"Our location was to close to a field populated by many rusters that have waken us up multiple times. The personels was friendly, but a bit elusive to our requests","[{'aspect': 'personels', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}]"
Beautiful location and great staff.,"[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'Beautiful', 'category': 'LOCATION#GENERAL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'great', 'category': 'SERVICE#HOSPITALITY'}]"
Water pressure was very low. Lots of step’s everywhere wouldn’t suit some people.,"[{'aspect': 'Water pressure', 'polarity': 'NEG', 'opinion': 'low', 'category': 'ROOM#BATHROOM'}, {'aspect': 'steps', 'polarity': 'NEG', 'opinion': ""wouldn't suit some people"", 'category': 'HOTEL#EXPERIENCE'}]"
Purposely returned to see the incredible collection of art and antiquities which did not disappoint. The pool was lovely and the breakfast very good.,"[{'aspect': 'pool', 'polarity': 'POS', 'opinion': 'lovely', 'category': 'FACILITY#POOL'}, {'aspect': 'breakfast', 'polarity': 'POS', 'opinion': 'good', 'category': 'FOOD#TASTE'}]"
"Our cabin was difficult for 2 septuagenarians with very step rickety steps down into the bathroom. The gardens although lovely, needed tidying, maintaining and weeding. It was quite isolated to eat out and the restaurant expensive.","[{'aspect': 'cabin', 'polarity': 'NEG', 'opinion': 'difficult', 'category': 'HOTEL#EXPERIENCE'}, {'aspect': 'bathroom', 'polarity': 'NEG', 'opinion': 'step rickety steps down', 'category': 'ROOM#BATHROOM'}, {'aspect': 'gardens', 'polarity': 'NEG', 'opinion': 'lovely', 'category': 'FACILITY#MAINTAIN'}, {'aspect': 'restaurant', 'polarity': 'NEG', 'opinion': 'needed tidying', 'category': 'FACILITY#MAINTAIN'}]"
The views Where fab,"[{'aspect': 'Where fab', 'polarity': 'POS', 'opinion': 'where', 'category': 'HOTEL#GENERAL'}]"
Too far out of the city,"[{'aspect': 'city', 'polarity': 'NEG', 'opinion': 'Too far out', 'category': 'LOCATION#GENERAL'}, {'aspect': 'city', 'polarity': 'NEG', 'opinion': 'Too far out', 'category': 'LOCATION#GENERAL'}]"
"Loved the view, the peace and quiet, and the helpfulness of the staff. Room cleaned every day. Beatiful Balinese chalets.","[{'aspect': 'view', 'polarity': 'POS', 'opinion': 'Loved', 'category': 'LOCATION#VIEW'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'helpfulness', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'Room', 'polarity': 'POS', 'opinion': 'cleaned every day', 'category': 'ROOM#CLEANLINESS'}]"
"Peter, Noorah and their entire team were attentive, helpful and so very kind.
Massage, restaurant and pool were all top notch. It’s on the outskirts of Ubud center, but so worth it. 
Not all rooms overlook the ravine/river, so choose a Deluxe suite or villa for maximum enjoyment.
Would love to go back and revisit Peter’s treasure trove of art!!
The rooms were immaculately clean and have. Dry comfortable beds and pilloww.
A true treasure.","[{'aspect': 'massage', 'polarity': 'POS', 'opinion': 'top notch', 'category': 'SERVICE#AMENITIES'}, {'aspect': 'restaurant', 'polarity': 'POS', 'opinion': 'top notch', 'category': 'FOOD#GENERAL'}, {'aspect': 'pool', 'polarity': 'POS', 'opinion': 'top notch', 'category': 'FACILITY#POOL'}, {'aspect': 'rooms', 'polarity': 'POS', 'opinion': 'immaculately clean', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'beds', 'polarity': 'POS', 'opinion': 'have', 'category': 'ROOM#AMBIENCE'}, {'aspect': 'pilloww', 'polarity': 'POS', 'opinion': 'comfortable', 'category': 'ROOM#BED'}]"
It was all amazing,"[{'aspect': 'It', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'HOTEL#EXPERIENCE'}]"
"Very friendly service, and very well organised resort. The surrounding countryside was exactly as I had expected but the distance from the main town, Ubud remind, was not (expected).","[{'aspect': 'service', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'resort', 'polarity': 'POS', 'opinion': 'well organised', 'category': 'HOTEL#GENERAL'}, {'aspect': 'area', 'polarity': 'POS', 'opinion': 'as I had expected', 'category': 'LOCATION#GENERAL'}, {'aspect': 'main town', 'polarity': 'NEG', 'opinion': 'not (expected)', 'category': 'LOCATION#CENTRAL_CITY'}]"
"Nice ,very quite. Village vibes.","[{'aspect': 'Village vibes', 'polarity': 'POS', 'opinion': 'Nice', 'category': 'HOTEL#AMBIENCE'}]"
Location is bit far from city centre. And no good shop around. Restaurant is basic.,"[{'aspect': 'Location', 'polarity': 'NEG', 'opinion': 'far from city centre', 'category': 'LOCATION#CENTRAL_CITY'}, {'aspect': 'shop', 'polarity': 'NEG', 'opinion': 'no good', 'category': 'LOCATION#NEARBY_AMENITIES'}, {'aspect': 'Restaurant', 'polarity': 'NEU', 'opinion': 'basic', 'category': 'FOOD#TASTE'}]"
"I loved this hotel, the location, rooms and staff were perfect and by far my favourite place to stay","[{'aspect': 'hotel', 'polarity': 'POS', 'opinion': 'loved', 'category': 'HOTEL#GENERAL'}, {'aspect': 'location', 'polarity': 'POS', 'opinion': 'perfect', 'category': 'LOCATION#GENERAL'}, {'aspect': 'rooms', 'polarity': 'POS', 'opinion': 'perfect', 'category': 'ROOM#GENERAL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'perfect', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'place', 'polarity': 'POS', 'opinion': 'favourite', 'category': 'HOTEL#GENERAL'}]"
If they could have added some chairs on our balcony that would have topped it off,"[{'aspect': 'balcony', 'polarity': 'POS', 'opinion': 'top it off', 'category': 'FACILITY#GENERAL'}]"
a bit further away from centre,"[{'aspect': 'centre', 'polarity': 'NEG', 'opinion': 'far', 'category': 'LOCATION#CENTRAL_CITY'}]"
Great staff they made ure everything was perfect and gave us a tour of the full facility.,"[{'aspect': 'staff', 'polarity': 'POS', 'opinion': 'Great', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'facility', 'polarity': 'POS', 'opinion': 'complete', 'category': 'FACILITY#GENERAL'}]"
Our room was massive and had plenty of space for bags etc. Bathroom was very clean and so was the whole resort area. Great location for taxis and lovely and quiet area of Ubud. Two swimming pools which were both clean and perfect views.,"[{'aspect': 'room', 'polarity': 'POS', 'opinion': 'massive', 'category': 'ROOM#SPACE'}, {'aspect': 'Bathroom', 'polarity': 'POS', 'opinion': 'had plenty of space', 'category': 'ROOM#SPACE'}, {'aspect': 'location', 'polarity': 'POS', 'opinion': 'clean', 'category': 'ROOM#BATHROOM'}, {'aspect': 'area', 'polarity': 'POS', 'opinion': 'Great', 'category': 'LOCATION#GENERAL'}, {'aspect': 'views', 'polarity': 'POS', 'opinion': 'lovely', 'category': 'LOCATION#GENERAL'}]"
We had a fan and aircon which was great becuase the aircon could have been more powerful. This did not upset our stay whatsoever as the grounds were amazing.,"[{'aspect': 'grounds', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'LOCATION#VIEW'}, {'aspect': 'aircon', 'polarity': 'POS', 'opinion': 'great', 'category': 'ROOM#AIRCON'}, {'aspect': 'stay', 'polarity': 'POS', 'opinion': 'not upset', 'category': 'HOTEL#EXPERIENCE'}]"
A waterfall is literally right on the property as well as a river that’s a short hike. The views and grounds are beautiful. The staff are amazing and arranged scooter rentals for our family to drive into Ubud and visit the Rice Terraces. Good value for the money. The included breakfast is also nice with the best views.  1 restaurant located on the property.,"[{'aspect': 'views', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#VIEW'}, {'aspect': 'grounds', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#VIEW'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'scooter rentals', 'polarity': 'POS', 'opinion': 'arranged', 'category': 'SERVICE#AMENITIES'}, {'aspect': 'money', 'polarity': 'POS', 'opinion': 'Good value', 'category': 'HOTEL#PRICE'}, {'aspect': 'breakfast', 'polarity': 'POS', 'opinion': 'nice', 'category': 'FOOD#TASTE'}]"
"I’m not sure about the cleanliness of the 2 pools on the property so we didn’t get in, but the views from the pools are incredible.","[{'aspect': 'view', 'polarity': 'POS', 'opinion': 'incredible', 'category': 'LOCATION#VIEW'}, {'aspect': 'pools', 'polarity': 'POS', 'opinion': 'cleanliness', 'category': 'FACILITY#CLEANLINESS'}]"
"the owner was amazing, he is very friendly, kind and helpful. he helped us to talk to our Crab driver to guide him to come to the right address to pick us up, he was so kind to let us enter to his family temple, he and his wife kindly dressed up with appropriate clothes to enter the temple. the hotel is so peaceful and calm very nice place to relax and enjoy the beauty of nature. we highly recommend this beautiful place. thank you so much to the owner and his family for the help and kindness, if we come back to Bali we will definitely staying here again🙏🙂","[{'aspect': 'owner', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'place', 'polarity': 'POS', 'opinion': 'kind', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'place', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'HOTEL#AMBIENCE'}]"
the doors are a bit hard to open and close but with patience it gets done .,"[{'aspect': 'doors', 'polarity': 'NEG', 'opinion': 'hard to open', 'category': 'ROOM#MAINTAIN'}]"
"the view and decorations are amazing.
stuff is welcoming and friendly.
place is natural made white noise.","[{'aspect': 'view', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'LOCATION#VIEW'}, {'aspect': 'decorations', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'stuff', 'polarity': 'POS', 'opinion': 'welcoming', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'place', 'polarity': 'NEU', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}]"
"the hotel stuff, little mistake made me an unpleasant morning. Only 10 people for breakfast and stuff could  forget what I have ordered. So I was waiting for 30 minutes until I checked.","[{'aspect': 'hotel stuff', 'polarity': 'NEG', 'opinion': 'little mistake', 'category': 'HOTEL#GENERAL'}, {'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': '10 people', 'category': 'FOOD#GENERAL'}, {'aspect': 'stuff', 'polarity': 'NEG', 'opinion': 'could forget what I have ordered', 'category': 'FOOD#GENERAL'}]"
"private pool , room size , service and staff , location , beds","[{'aspect': 'private pool', 'polarity': 'POS', 'opinion': 'private', 'category': 'FACILITY#POOL'}, {'aspect': 'room size', 'polarity': 'POS', 'opinion': 'small', 'category': 'ROOM#SPACE'}, {'aspect': 'service', 'polarity': 'POS', 'opinion': 'private', 'category': 'SERVICE#GENERAL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'private', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'location', 'polarity': 'POS', 'opinion': 'location', 'category': 'LOCATION#GENERAL'}, {'aspect': 'beds', 'polarity': 'POS', 'opinion': 'beds', 'category': 'ROOM#BED'}]"
"Limited breakfast options , remote location , far from the airport and other amenities","[{'aspect': 'breakfast options', 'polarity': 'NEG', 'opinion': 'Limited', 'category': 'FOOD#CHOICE'}, {'aspect': 'location', 'polarity': 'NEG', 'opinion': 'rooftop', 'category': 'LOCATION#GENERAL'}]"
No coffee machine 😭,"[{'aspect': 'coffee machine', 'polarity': 'NEG', 'opinion': 'No', 'category': 'FOOD#GENERAL'}]"
The few of the location amazing,"[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'LOCATION#GENERAL'}]"
The nice museum and the owner Mr. Peter,"[{'aspect': 'museum', 'polarity': 'POS', 'opinion': 'nice', 'category': 'FACILITY#GENERAL'}, {'aspect': 'owner', 'polarity': 'POS', 'opinion': 'nice', 'category': 'SERVICE#HOSPITALITY'}]"
The surroundings were absolutely stunning. The art resort is not within walking distance to the city center and but the jungle view are more than worth it. The staff was incredibly tentative and friendly.,"[{'aspect': 'surroundings', 'polarity': 'POS', 'opinion': 'stunning', 'category': 'LOCATION#VIEW'}, {'aspect': 'art resort', 'polarity': 'NEG', 'opinion': 'not within walking distance', 'category': 'LOCATION#NEARBY_AMENITIES'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'more than worth it', 'category': 'LOCATION#VIEW'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'trained', 'category': 'SERVICE#HOSPITALITY'}]"
"The property, rooms, and pool are a bit dated and in need of renovation.","[{'aspect': 'property', 'polarity': 'NEG', 'opinion': 'dated', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'rooms', 'polarity': 'NEG', 'opinion': 'dated', 'category': 'ROOM#AMBIENCE'}, {'aspect': 'pool', 'polarity': 'NEG', 'opinion': 'in need of renovation', 'category': 'FACILITY#POOL'}]"
Restaurant quality is not matching the resort. The Pizza is definittely not a Pizza (even if I have asked before to make sure ... but no ;) Also the menu is given in $ and in IDR - the price difference for the same item is sometimes multiplied by 4 which absolutelly needs to change.,"[{'aspect': 'Restaurant quality', 'polarity': 'NEG', 'opinion': 'not matching the resort', 'category': 'FOOD#TASTE'}, {'aspect': 'Pizza', 'polarity': 'NEG', 'opinion': 'not a Pizza', 'category': 'FOOD#TASTE'}, {'aspect': 'menu', 'polarity': 'NEG', 'opinion': 'given in $', 'category': 'FOOD#TASTE'}]"
